112422802549,Q, [Lev2MdSpi] pointer to queue inited address is 0x7ff129f7aba0
112423974300,Q, [OnRspUserLogin], Success!
112428048495,Q, [OnRtnOrderDetail] ,2,300377,95202200,8.39,600,2,2,2011,7785114,238431919,382973731,0,7785114,A,7785114
112428048499,Q, [OnRtnTransaction] ,2,300377,95202200,8.39,600,1,2011,7785115,6502229,7785114,238431920,382973731,0,N,7785115
112428180798,Q, [OnRtnTransaction] ,2,300377,95203210,0,100,2,2011,7788421,0,7606701,238449602,382982360,0,N,7788421
112428255748,Q, [OnRtnOrderDetail] ,2,300377,95203800,8.39,500,2,2,2011,7790369,238460232,382988648,0,7790369,A,7790369
112428255766,Q, [OnRtnTransaction] ,2,300377,95203800,8.39,500,1,2011,7790370,6502229,7790369,238460233,382988648,0,N,7790370
112428255780,Q, [OnRtnOrderDetail] ,2,300377,95203800,8.39,600,2,2,2011,7790371,238460234,382988648,0,7790371,A,7790371
112428255783,Q, [OnRtnTransaction] ,2,300377,95203800,8.39,600,1,2011,7790372,6502229,7790371,238460235,382988649,0,N,7790372
112428255786,Q, [OnRtnOrderDetail] ,2,300377,95203800,8.39,500,2,2,2011,7790373,238460236,382988649,0,7790373,A,7790373
112428255789,Q, [OnRtnTransaction] ,2,300377,95203800,8.39,500,1,2011,7790374,6502229,7790373,238460237,382988650,0,N,7790374
112428256029,Q, [OnRtnOrderDetail] ,2,300377,95203800,8.39,300,2,2,2011,7790388,238460311,382988679,0,7790388,A,7790388
112428256034,Q, [OnRtnTransaction] ,2,300377,95203800,8.39,300,1,2011,7790389,6502229,7790388,238460312,382988680,0,N,7790389
112428257057,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.39,5400,2,2,2011,7790409,238460395,382988714,0,7790409,A,7790409
112428257065,Q, [OnRtnTransaction] ,2,300377,95203810,8.39,5400,1,2011,7790410,6502229,7790409,238460396,382988714,0,N,7790410
112428257070,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.39,1900,2,2,2011,7790411,238460398,382988715,0,7790411,A,7790411
112428257074,Q, [OnRtnTransaction] ,2,300377,95203810,8.39,1900,1,2011,7790412,6502229,7790411,238460399,382988716,0,N,7790412
112428257313,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.39,1500,2,2,2011,7790420,238460455,382988739,0,7790420,A,7790420
112428257321,Q, [OnRtnTransaction] ,2,300377,95203810,8.39,1500,1,2011,7790421,6502229,7790420,238460456,382988739,0,N,7790421
112428257325,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.39,500,2,2,2011,7790422,238460459,382988741,0,7790422,A,7790422
112428257329,Q, [OnRtnTransaction] ,2,300377,95203810,8.39,500,1,2011,7790423,6502229,7790422,238460460,382988741,0,N,7790423
112428257334,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.4,200,2,2,2011,7790424,238460461,382988741,0,7790424,A,7790424
112428257338,Q, [OnRtnOrderDetail] ,2,300377,95203810,8.4,100,2,2,2011,7790425,238460462,382988742,0,7790425,A,7790425
112428265783,Q, [OnRtnOrderDetail] ,2,300377,95203860,8.39,10000,2,2,2011,7790634,238461727,382989277,0,7790634,A,7790634
112428265799,Q, [OnRtnTransaction] ,2,300377,95203860,8.39,10000,1,2011,7790635,6502229,7790634,238461728,382989278,0,N,7790635
112428266861,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,1700,2,2,2011,7790657,238461831,382989321,0,7790657,A,7790657
112428266930,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,1700,1,2011,7790658,6502229,7790657,238461832,382989321,0,N,7790658
112428266942,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,1700,2,2,2011,7790659,238461833,382989321,0,7790659,A,7790659
112428266946,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,1700,1,2011,7790660,6502229,7790659,238461834,382989322,0,N,7790660
112428266952,Q, [OnRtnTransaction] ,2,300377,95203870,0,100,2,2011,7790661,0,7594176,238461835,382989322,0,N,7790661
112428266956,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,100,2,2,2011,7790662,238461836,382989323,0,7790662,A,7790662
112428266961,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,100,1,2011,7790663,6502229,7790662,238461837,382989323,0,N,7790663
112428266966,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,200,2,2,2011,7790664,238461840,382989324,0,7790664,A,7790664
112428266970,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,200,1,2011,7790665,6502229,7790664,238461841,382989325,0,N,7790665
112428268559,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,3600,2,2,2011,7790686,238461935,382989364,0,7790686,A,7790686
112428268566,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,3600,1,2011,7790687,6502229,7790686,238461936,382989364,0,N,7790687
112428269166,Q, [OnRtnOrderDetail] ,2,300377,95203870,8.39,6800,2,2,2011,7790709,238462064,382989416,0,7790709,A,7790709
112428269179,Q, [OnRtnTransaction] ,2,300377,95203870,8.39,6800,1,2011,7790710,6502229,7790709,238462065,382989417,0,N,7790710
112428326060,Q, [OnRtnOrderDetail] ,2,300377,95203900,8.38,1900,2,2,2011,7790785,238462499,382989649,0,7790785,A,7790785
112428326080,Q, [OnRtnTransaction] ,2,300377,95203900,8.39,1900,1,2011,7790786,6502229,7790785,238462500,382989649,0,N,7790786
112428326087,Q, [OnRtnOrderDetail] ,2,300377,95203900,8.42,400,2,2,2011,7790805,238462602,382989693,0,7790805,A,7790805
112428326093,Q, [OnRtnOrderDetail] ,2,300377,95203900,8.42,300,2,2,2011,7790807,238462619,382989700,0,7790807,A,7790807
112428326099,Q, [OnRtnOrderDetail] ,2,300377,95203900,8.42,300,2,2,2011,7790809,238462628,382989705,0,7790809,A,7790809
112428326104,Q, [OnRtnOrderDetail] ,2,300377,95203910,8.42,400,2,2,2011,7790811,238462635,382989707,0,7790811,A,7790811
112428326109,Q, [OnRtnOrderDetail] ,2,300377,95203910,8.39,10000,2,2,2011,7790816,238462674,382989724,0,7790816,A,7790816
