[Engine] dispatcher started
[Engine] user ,passwork inited
Engine started
300377, 93701770, 8.35, 100
300377, 93702500, 8.35, 800
300377, 93702500, 8.35, 100
300377, 93702590, 8.36, 3000
300377, 93702600, 8.36, 1500
300377, 93702600, 8.36, 700
300377, 93702600, 8.36, 400
300377, 93702600, 8.36, 400
300377, 93702600, 8.36, 100
300377, 93704870, 0, 400
300377, 93706390, 0, 300
300377, 93706390, 0, 2800
300377, 93706390, 0, 8800
300377, 93706400, 0, 100
300377, 93707470, 0, 5000
300377, 93707470, 8.37, 100
300377, 93707470, 8.37, 700
300377, 93707550, 8.37, 200
300377, 93707550, 8.37, 100
300377, 93707550, 8.37, 100
300377, 93707550, 8.37, 3000
300377, 93707550, 8.37, 1500
300377, 93707550, 8.37, 100
300377, 93707550, 8.37, 2400
300377, 93707550, 8.37, 600
300377, 93707550, 8.37, 800
300377, 93707550, 8.37, 300
300377, 93707590, 8.38, 100
300377, 93707590, 8.38, 1400
300377, 93707590, 8.38, 200
300377, 93707640, 8.37, 300
300377, 93707780, 8.37, 400
300377, 93707780, 8.37, 600
300377, 93707880, 0, 1100
300377, 93707880, 0, 1700
300377, 93707880, 0, 1300
300377, 93707880, 8.37, 300
300377, 93710540, 8.37, 800
300377, 93710880, 0, 100
300377, 93710890, 0, 200
300377, 93711270, 8.38, 100
300377, 93711270, 8.38, 100
300377, 93711280, 8.38, 100
300377, 93711280, 8.38, 100
300377, 93711960, 8.38, 200
300377, 93711970, 8.38, 4600
300377, 93711970, 8.38, 300
300377, 93711970, 8.38, 3000
300377, 93711970, 8.39, 1700
300377, 93711970, 8.39, 700
300377, 93711970, 8.39, 900
300377, 93711970, 8.39, 7300
300377, 93711970, 8.39, 500
300377, 93711970, 8.39, 4400
300377, 93712460, 0, 2100
300377, 93713860, 8.38, 100
300377, 93713860, 8.37, 400
300377, 93713870, 0, 1200
300377, 93713870, 0, 1600
300377, 93713870, 0, 2200
300377, 93713870, 0, 1100
300377, 93713870, 0, 700
300377, 93713870, 0, 300
300377, 93713870, 0, 200
300377, 93713890, 0, 200
300377, 93713910, 8.38, 100
300377, 93713920, 0, 400
300377, 93713920, 0, 100
300377, 93713920, 0, 100
300377, 93713930, 0, 100
300377, 93713970, 0, 1400
300377, 93713970, 0, 1000
300377, 93713970, 0, 300
300377, 93713970, 0, 300
300377, 93713970, 0, 100
300377, 93713980, 0, 200
300377, 93714590, 0, 100
300377, 93715110, 0, 2900
300377, 93715890, 8.38, 200
300377, 93715900, 8.38, 300
300377, 93715900, 8.38, 700
300377, 93716840, 8.38, 200
300377, 93716840, 8.38, 100
300377, 93716840, 8.38, 300
300377, 93716840, 8.38, 200
300377, 93717040, 8.39, 400
300377, 93717040, 8.4, 300
300377, 93717040, 8.4, 300
300377, 93717040, 8.4, 400
300377, 93717040, 8.4, 900
300377, 93717040, 8.4, 100
300377, 93717040, 8.4, 100
300377, 93717040, 8.4, 1800
300377, 93717040, 8.4, 200
300377, 93717590, 0, 6200
300377, 93717610, 0, 5100
300377, 93717730, 0, 2000
300377, 93718040, 8.38, 100
300377, 93718040, 8.38, 200
300377, 93718040, 8.38, 600
300377, 93718040, 8.38, 100
300377, 93718040, 8.38, 100
300377, 93718040, 8.38, 200
300377, 93718040, 8.38, 100
300377, 93718040, 8.38, 200
300377, 93718040, 8.38, 100
300377, 93718040, 8.38, 200
